 Banyule,2021,1 North West Metro,2021.1,December,"4,243.50","5,405",1,"4,243.50.1"
Total,2019,2 Eastern,2019,December,"5,276.00","90,367",1,"5,276.00"
Total,2023,Unincorporated Vic,2023,December,,96,1,
 Justice Institutions and Immigration Facilities,2015,Justice Institutions and Immigration Facilities,2015,December,,775,1,
 Southern Grampians,2022,4 Western,2022,December,"4,727.60",775,1,"4,727.60"
 Stonnington,2020,3 Southern Metro,2020,December,"8,031.30","9,044",1,"8,031.30"
 Baw Baw,2022,2 Eastern,2022,December,"4,822.10","2,857",1,"4,822.10"
 Gannawarra,2023,4 Western,2023,December,"6,656.60",697,1,"6,656.60"
 Colac-Otway,2019,4 Western,2019,December,"5,835.60","1,286",1,"5,835.60"
 Mitchell,2018,2 Eastern,2018,December,"6,726.40","2,997",1,"6,726.40"
 Wyndham,2017,1 North West Metro,2017,December,"4,493.10","10,854",1,"4,493.10"
 Wangaratta,2020,2 Eastern,2020,December,"5,576.40","1,646",1,"5,576.40"
 Yarra Ranges,2016,2 Eastern,2016,December,"4,157.20","6,453",1,"4,157.20"
 South Gippsland,2019,2 Eastern,2019,December,"4,384.60","1,312",1,"4,384.60"
 Banyule,2019,1 North West Metro,2019,December,"5,393.30","7,044",1,"5,393.30"
 Moorabool,2017,4 Western,2017,December,"5,156.00","1,737",1,"5,156.00"
 Maribyrnong,2020,1 North West Metro,2020,December,"8,190.70","7,324",1,"8,190.70"
 Glenelg,2016,4 Western,2016,December,"6,948.70","1,373",1,"6,948.70"
 Mount Alexander,2021,4 Western,2021,December,"3,614.40",727,1,"3,614.40"
 Yarra,2018,1 North West Metro,2018,December,"11,844.50","11,312",1,"11,844.50"
 Campaspe,2016,4 Western,2016,December,"7,487.70","2,815",1,"7,487.70"
 Greater Dandenong,2014,3 Southern Metro,2014,December,"7,926.50","12,059",1,"7,926.50"
 Mildura,2021,4 Western,2021,December,"8,289.20","4,722",1,"8,289.20"
 Pyrenees,2015,4 Western,2015,December,"4,945.00",355,1,"4,945.00"
 Justice Institutions and Immigration Facilities,2016,Justice Institutions and Immigration Facilities,2016,December,,"1,016",1,
 Casey,2021,3 Southern Metro,2021,December,"3,875.40","14,322",1,"3,875.40"
 Southern Grampians,2017,4 Western,2017,December,"6,071.50",984,1,"6,071.50"
 Nillumbik,2019,1 North West Metro,2019,December,"2,567.30","1,655",1,"2,567.30"
 Towong,2017,2 Eastern,2017,December,"2,869.40",174,1,"2,869.40"
 Merri-bek,2022,1 North West Metro,2022,December,"5,281.10","9,228",1,"5,281.10"
 Ballarat,2018,4 Western,2018,December,"7,485.50","8,055",1,"7,485.50"
 Greater Geelong,2017,4 Western,2017,December,"6,946.50","17,115",1,"6,946.50"
 Monash,2019,2 Eastern,2019,December,"4,540.90","9,071",1,"4,540.90"
 Hobsons Bay,2017,1 North West Metro,2017,December,"5,191.30","4,908",1,"5,191.30"
 Whittlesea,2017,1 North West Metro,2017,December,"5,289.50","11,342",1,"5,289.50"
 Manningham,2022,2 Eastern,2022,December,"2,252.30","2,849",1,"2,252.30"
 Ararat,2018,4 Western,2018,December,"7,632.40",901,1,"7,632.40"
 Indigo,2017,2 Eastern,2017,December,"2,300.20",377,1,"2,300.20"
 Port Phillip,2016,3 Southern Metro,2016,December,"9,628.40","10,459",1,"9,628.40"
 Cardinia,2017,3 Southern Metro,2017,December,"4,244.20","4,340",1,"4,244.20"
 Swan Hill,2017,4 Western,2017,December,"8,415.20","1,773",1,"8,415.20"
 Hume,2021,1 North West Metro,2021,December,"5,077.80","12,538",1,"5,077.80"
 Ararat,2016,4 Western,2016,December,"7,381.90",867,1,"7,381.90"
 Bass Coast,2022,2 Eastern,2022,December,"4,914.10","2,054",1,"4,914.10"
 Wellington,2015,2 Eastern,2015,December,"6,865.60","2,964",1,"6,865.60"
 Boroondara,2016,2 Eastern,2016,December,"3,982.50","7,060",1,"3,982.50"
 Darebin,2021,1 North West Metro,2021,December,"6,350.10","9,544",1,"6,350.10"
 Kingston,2015,3 Southern Metro,2015,December,"5,161.80","8,065",1,"5,161.80"
 Baw Baw,2017,2 Eastern,2017,December,"5,436.00","2,766",1,"5,436.00"
 Moonee Valley,2014,1 North West Metro,2014,December,"5,472.90","6,445",1,"5,472.90"
 Moyne,2021,4 Western,2021,December,"3,064.30",530,1,"3,064.30"
 Surf Coast,2023,4 Western,2023,December,"2,449.20",968,1,"2,449.20"
 Southern Grampians,2020,4 Western,2020,December,"5,010.30",827,1,"5,010.30"
 Yarriambiack,2021,4 Western,2021,December,"4,316.40",281,1,"4,316.40"
 Greater Shepparton,2017,2 Eastern,2017,December,"9,004.60","5,939",1,"9,004.60"
 Indigo,2018,2 Eastern,2018,December,"2,058.60",342,1,"2,058.60"
 Greater Dandenong,2015,3 Southern Metro,2015,December,"8,657.50","13,511",1,"8,657.50"
 Frankston,2016,3 Southern Metro,2016,December,"8,949.00","12,484",1,"8,949.00"
 Port Phillip,2014,3 Southern Metro,2014,December,"8,672.00","9,058",1,"8,672.00"
 Central Goldfields,2022,4 Western,2022,December,"5,918.90",800,1,"5,918.90"
 Wellington,2016,2 Eastern,2016,December,"7,622.30","3,318",1,"7,622.30"
 Moyne,2017,4 Western,2017,December,"2,771.30",465,1,"2,771.30"
 Maribyrnong,2018,1 North West Metro,2018,December,"7,805.70","6,937",1,"7,805.70"
 Baw Baw,2021,2 Eastern,2021,December,"5,373.30","3,096",1,"5,373.30"
 Melton,2015,1 North West Metro,2015,December,"6,207.60","8,375",1,"6,207.60"
 Strathbogie,2023,2 Eastern,2023,December,"3,543.00",412,1,"3,543.00"
 Macedon Ranges,2018,4 Western,2018,December,"3,367.00","1,660",1,"3,367.00"
 Glen Eira,2019,3 Southern Metro,2019,December,"3,702.20","5,699",1,"3,702.20"
 Greater Shepparton,2015,2 Eastern,2015,December,"8,525.50","5,498",1,"8,525.50"
 Towong,2023,2 Eastern,2023,December,"3,193.60",198,1,"3,193.60"
 Ballarat,2020,4 Western,2020,December,"6,577.10","7,343",1,"6,577.10"
 Southern Grampians,2023,4 Western,2023,December,"4,942.70",807,1,"4,942.70"
 Nillumbik,2017,1 North West Metro,2017,December,"2,864.30","1,845",1,"2,864.30"
 Moorabool,2015,4 Western,2015,December,"5,046.00","1,602",1,"5,046.00"
 Ararat,2020,4 Western,2020,December,"9,145.80","1,090",1,"9,145.80"
 Golden Plains,2015,4 Western,2015,December,"2,538.80",543,1,"2,538.80"
 Whitehorse,2022,2 Eastern,2022,December,"3,369.40","5,811",1,"3,369.40"
 Glenelg,2019,4 Western,2019,December,"5,402.20","1,080",1,"5,402.20"
 Corangamite,2023,4 Western,2023,December,"3,421.80",545,1,"3,421.80"
 Brimbank,2023,1 North West Metro,2023,December,"6,607.20","12,994",1,"6,607.20"
 Merri-bek,2016,1 North West Metro,2016,December,"7,034.50","12,120",1,"7,034.50"
 Ararat,2022,4 Western,2022,December,"7,614.40",895,1,"7,614.40"
 Murrindindi,2020,2 Eastern,2020,December,"4,397.50",654,1,"4,397.50"
 Melton,2018,1 North West Metro,2018,December,"5,125.50","8,048",1,"5,125.50"
 Stonnington,2016,3 Southern Metro,2016,December,"8,265.50","9,175",1,"8,265.50"
 Bayside,2019,3 Southern Metro,2019,December,"3,817.30","4,013",1,"3,817.30"
 Queenscliffe,2017,4 Western,2017,December,"4,310.60",126,1,"4,310.60"
 Warrnambool,2020,4 Western,2020,December,"6,541.90","2,317",1,"6,541.90"
 Wangaratta,2016,2 Eastern,2016,December,"6,333.90","1,811",1,"6,333.90"
 Wyndham,2021,1 North West Metro,2021,December,"4,088.50","12,115",1,"4,088.50"
 Monash,2016,2 Eastern,2016,December,"4,652.00","8,961",1,"4,652.00"
 Banyule,2023,1 North West Metro,2023,December,"4,553.50","5,875",1,"4,553.50"
 Campaspe,2020,4 Western,2020,December,"6,493.10","2,492",1,"6,493.10"
 Mildura,2017,4 Western,2017,December,"8,666.30","4,804",1,"8,666.30"
 Benalla,2016,2 Eastern,2016,December,"7,287.90","1,019",1,"7,287.90"
 Melbourne,2014,1 North West Metro,2014,December,"18,554.40","23,745",1,"18,554.40"
 Justice Institutions and Immigration Facilities,2017,Justice Institutions and Immigration Facilities,2017,December,,"1,476",1,
 Southern Grampians,2015,4 Western,2015,December,"4,943.70",799,1,"4,943.70"
 Greater Shepparton,2019,2 Eastern,2019,December,"9,367.70","6,345",1,"9,367.70"
 Baw Baw,2018,2 Eastern,2018,December,"6,036.60","3,166",1,"6,036.60"
 Yarra Ranges,2015,2 Eastern,2015,December,"3,547.10","5,441",1,"3,547.10"
 Maroondah,2022,2 Eastern,2022,December,"4,520.70","5,230",1,"4,520.70"
 Hepburn,2021,4 Western,2021,December,"2,657.00",438,1,"2,657.00"
 Central Goldfields,2020,4 Western,2020,December,"6,073.40",808,1,"6,073.40"
 Greater Geelong,2021,4 Western,2021,December,"5,436.80","14,730",1,"5,436.80"
 Horsham,2020,4 Western,2020,December,"7,235.70","1,475",1,"7,235.70"
 Central Goldfields,2014,4 Western,2014,December,"6,248.10",805,1,"6,248.10"
 East Gippsland,2016,2 Eastern,2016,December,"6,789.50","3,096",1,"6,789.50"
 Maribyrnong,2016,1 North West Metro,2016,December,"8,269.90","7,190",1,"8,269.90"
 Greater Dandenong,2023,3 Southern Metro,2023,December,"8,817.40","14,257",1,"8,817.40"
 Manningham,2018,2 Eastern,2018,December,"2,675.70","3,347",1,"2,675.70"
 Port Phillip,2020,3 Southern Metro,2020,December,"9,278.90","10,260",1,"9,278.90"
 Southern Grampians,2021,4 Western,2021,December,"4,590.10",757,1,"4,590.10"
 Hume,2017,1 North West Metro,2017,December,"6,958.60","15,048",1,"6,958.60"
 Swan Hill,2021,4 Western,2021,December,"8,100.70","1,732",1,"8,100.70"
 Moonee Valley,2022,1 North West Metro,2022,December,"4,722.10","5,810",1,"4,722.10"
 Melbourne,2020,1 North West Metro,2020,December,"15,693.90","26,772",1,"15,693.90"
 Bayside,2017,3 Southern Metro,2017,December,"3,694.60","3,830",1,"3,694.60"
 Knox,2015,2 Eastern,2015,December,"4,632.60","7,352",1,"4,632.60"
 Buloke,2018,4 Western,2018,December,"2,928.90",182,1,"2,928.90"
 Merri-bek,2018,1 North West Metro,2018,December,"6,534.30","11,610",1,"6,534.30"
 Justice Institutions and Immigration Facilities,2020,Justice Institutions and Immigration Facilities,2020,December,,"1,327",1,
 Boroondara,2020,2 Eastern,2020,December,"3,506.40","6,237",1,"3,506.40"
 Darebin,2017,1 North West Metro,2017,December,"7,311.30","11,444",1,"7,311.30"
 Mildura,2014,4 Western,2014,December,"8,668.10","4,658",1,"8,668.10"
 Golden Plains,2017,4 Western,2017,December,"2,206.70",499,1,"2,206.70"
 Mansfield,2021,2 Eastern,2021,December,"3,606.40",365,1,"3,606.40"
 Latrobe,2022,2 Eastern,2022,December,"10,011.80","7,776",1,"10,011.80"
 Yarriambiack,2017,4 Western,2017,December,"5,292.20",355,1,"5,292.20"
 Monash,2022,2 Eastern,2022,December,"4,467.90","8,707",1,"4,467.90"
 East Gippsland,2014,2 Eastern,2014,December,"6,592.60","2,919",1,"6,592.60"
 Hindmarsh,2021,4 Western,2021,December,"5,445.50",308,1,"5,445.50"
 Benalla,2022,2 Eastern,2022,December,"6,502.00",940,1,"6,502.00"
 Murrindindi,2014,2 Eastern,2014,December,"3,777.30",517,1,"3,777.30"
 Strathbogie,2016,2 Eastern,2016,December,"4,624.90",479,1,"4,624.90"
 Wellington,2020,2 Eastern,2020,December,"7,362.80","3,321",1,"7,362.80"
 Warrnambool,2014,4 Western,2014,December,"5,888.10","1,986",1,"5,888.10"
 Knox,2022,2 Eastern,2022,December,"4,020.90","6,412",1,"4,020.90"
 West Wimmera,2023,4 Western,2023,December,"3,454.30",135,1,"3,454.30"
 Wangaratta,2014,2 Eastern,2014,December,"6,062.00","1,689",1,"6,062.00"
 Greater Bendigo,2023,4 Western,2023,December,"6,463.60","8,034",1,"6,463.60"
 Macedon Ranges,2022,4 Western,2022,December,"2,798.10","1,460",1,"2,798.10"
 Baw Baw,2020,2 Eastern,2020,December,"6,597.00","3,678",1,"6,597.00"
 Corangamite,2016,4 Western,2016,December,"4,512.70",733,1,"4,512.70"
 Brimbank,2016,1 North West Metro,2016,December,"7,392.60","15,095",1,"7,392.60"
 Whitehorse,2017,2 Eastern,2017,December,"3,777.80","6,512",1,"3,777.80"
 Greater Shepparton,2021,2 Eastern,2021,December,"8,608.40","5,899",1,"8,608.40"
 Unincorporated Vic,2018,Unincorporated Vic,2018,December,,95,1,
 Monash,2021,2 Eastern,2021,December,"4,425.30","8,536",1,"4,425.30"
 Mount Alexander,2015,4 Western,2015,December,"3,841.70",722,1,"3,841.70"
 Greater Dandenong,2022,3 Southern Metro,2022,December,"7,918.90","12,603",1,"7,918.90"
 Campaspe,2023,4 Western,2023,December,"7,525.90","2,909",1,"7,525.90"
 Frankston,2015,3 Southern Metro,2015,December,"7,925.10","10,920",1,"7,925.10"
 Mildura,2018,4 Western,2018,December,"9,874.60","5,545",1,"9,874.60"
 Central Goldfields,2018,4 Western,2018,December,"7,276.80",970,1,"7,276.80"
 Cardinia,2023,3 Southern Metro,2023,December,"3,915.60","4,981",1,"3,915.60"
 Gannawarra,2018,4 Western,2018,December,"4,895.80",519,1,"4,895.80"
 Buloke,2016,4 Western,2016,December,"2,689.40",169,1,"2,689.40"
 Colac-Otway,2022,4 Western,2022,December,"4,957.60","1,100",1,"4,957.60"
 Murrindindi,2016,2 Eastern,2016,December,"3,885.60",546,1,"3,885.60"
 Greater Dandenong,2021,3 Southern Metro,2021,December,"7,273.00","11,644",1,"7,273.00"
 Melton,2022,1 North West Metro,2022,December,"4,433.20","8,563",1,"4,433.20"
 Strathbogie,2014,2 Eastern,2014,December,"3,393.90",340,1,"3,393.90"
 Yarra Ranges,2021,2 Eastern,2021,December,"3,255.60","5,125",1,"3,255.60"
 South Gippsland,2022,2 Eastern,2022,December,"4,326.20","1,328",1,"4,326.20"
 Unincorporated Vic,2020,Unincorporated Vic,2020,December,,37,1,
 Buloke,2020,4 Western,2020,December,"4,629.60",285,1,"4,629.60"
 Greater Geelong,2015,4 Western,2015,December,"6,633.00","15,450",1,"6,633.00"
 Warrnambool,2016,4 Western,2016,December,"7,277.60","2,492",1,"7,277.60"
 Southern Grampians,2014,4 Western,2014,December,"4,343.30",706,1,"4,343.30"
 Baw Baw,2023,2 Eastern,2023,December,"5,372.70","3,259",1,"5,372.70"
 Queenscliffe,2021,4 Western,2021,December,"2,286.80",74,1,"2,286.80"
 Yarra,2023,1 North West Metro,2023,December,"10,406.90","10,218",1,"10,406.90"
 Melbourne,2022,1 North West Metro,2022,December,"15,443.80","24,709",1,"15,443.80"
 Moorabool,2020,4 Western,2020,December,"5,535.40","2,045",1,"5,535.40"
 Mount Alexander,2016,4 Western,2016,December,"4,979.80",951,1,"4,979.80"
 Moonee Valley,2020,1 North West Metro,2020,December,"5,085.70","6,448",1,"5,085.70"
 Cardinia,2019,3 Southern Metro,2019,December,"4,570.50","5,119",1,"4,570.50"
 Latrobe,2016,2 Eastern,2016,December,"14,002.60","10,449",1,"14,002.60"
 Monash,2017,2 Eastern,2017,December,"4,178.00","8,175",1,"4,178.00"
 Indigo,2014,2 Eastern,2014,December,"2,091.30",329,1,"2,091.30"
 Baw Baw,2014,2 Eastern,2014,December,"4,885.90","2,279",1,"4,885.90"
 Kingston,2016,3 Southern Metro,2016,December,"5,446.00","8,656",1,"5,446.00"
 Moyne,2023,4 Western,2023,December,"2,580.80",453,1,"2,580.80"
 Darebin,2015,1 North West Metro,2015,December,"7,549.30","11,473",1,"7,549.30"
 Maroondah,2018,2 Eastern,2018,December,"5,046.70","5,911",1,"5,046.70"
 Benalla,2018,2 Eastern,2018,December,"6,173.20",874,1,"6,173.20"
 East Gippsland,2020,2 Eastern,2020,December,"7,663.90","3,669",1,"7,663.90"
 Hume,2022,1 North West Metro,2022,December,"5,009.00","12,672",1,"5,009.00"
 Hindmarsh,2015,4 Western,2015,December,"2,789.30",162,1,"2,789.30"
 Swan Hill,2018,4 Western,2018,December,"8,385.10","1,781",1,"8,385.10"
 Monash,2018,2 Eastern,2018,December,"4,155.30","8,228",1,"4,155.30"
 Campaspe,2017,4 Western,2017,December,"6,627.20","2,505",1,"6,627.20"
 Mildura,2020,4 Western,2020,December,"8,110.20","4,650",1,"8,110.20"
 Greater Shepparton,2023,2 Eastern,2023,December,"8,237.70","5,734",1,"8,237.70"
 Bass Coast,2019,2 Eastern,2019,December,"4,903.80","1,836",1,"4,903.80"
 Buloke,2022,4 Western,2022,December,"3,367.10",206,1,"3,367.10"
 Greater Dandenong,2020,3 Southern Metro,2020,December,"9,035.40","14,967",1,"9,035.40"
 Knox,2021,2 Eastern,2021,December,"4,396.20","7,055",1,"4,396.20"
 Maribyrnong,2014,1 North West Metro,2014,December,"7,974.50","6,576",1,"7,974.50"
 Surf Coast,2018,4 Western,2018,December,"2,680.90",878,1,"2,680.90"
 Central Goldfields,2016,4 Western,2016,December,"7,732.90","1,012",1,"7,732.90"
 Bayside,2021,3 Southern Metro,2021,December,"3,262.10","3,338",1,"3,262.10"
 Justice Institutions and Immigration Facilities,2021,Justice Institutions and Immigration Facilities,2021,December,,966,1,
 Pyrenees,2016,4 Western,2016,December,"5,344.50",391,1,"5,344.50"
 Central Goldfields,2023,4 Western,2023,December,"6,422.60",873,1,"6,422.60"
 Greater Dandenong,2019,3 Southern Metro,2019,December,"8,833.00","14,689",1,"8,833.00"
 Golden Plains,2021,4 Western,2021,December,"1,767.60",440,1,"1,767.60"
 Mansfield,2017,2 Eastern,2017,December,"5,552.40",494,1,"5,552.40"
 Frankston,2021,3 Southern Metro,2021,December,"5,921.60","8,339",1,"5,921.60"
 Hindmarsh,2017,4 Western,2017,December,"4,853.40",278,1,"4,853.40"
 Mildura,2023,4 Western,2023,December,"10,514.80","6,046",1,"10,514.80"
 Latrobe,2015,2 Eastern,2015,December,"12,141.50","9,017",1,"12,141.50"
 Campaspe,2018,4 Western,2018,December,"7,486.60","2,841",1,"7,486.60"
 Moonee Valley,2018,1 North West Metro,2018,December,"5,324.90","6,682",1,"5,324.90"
 Hepburn,2017,4 Western,2017,December,"4,201.70",660,1,"4,201.70"
 Melbourne,2016,1 North West Metro,2016,December,"19,355.80","28,278",1,"19,355.80"
 Horsham,2016,4 Western,2016,December,"9,454.80","1,880",1,"9,454.80"
 Kingston,2022,3 Southern Metro,2022,December,"4,827.30","7,724",1,"4,827.30"
 Strathbogie,2020,2 Eastern,2020,December,"4,301.80",480,1,"4,301.80"
 Glen Eira,2022,3 Southern Metro,2022,December,"3,547.30","5,381",1,"3,547.30"
 Queenscliffe,2015,4 Western,2015,December,"5,250.60",154,1,"5,250.60"
 Mitchell,2014,2 Eastern,2014,December,"5,488.20","2,145",1,"5,488.20"
 West Wimmera,2019,4 Western,2019,December,"3,292.30",131,1,"3,292.30"
 Greater Bendigo,2019,4 Western,2019,December,"7,137.90","8,438",1,"7,137.90"
 Wyndham,2015,1 North West Metro,2015,December,"5,295.20","11,322",1,"5,295.20"
 Mansfield,2014,2 Eastern,2014,December,"4,621.80",388,1,"4,621.80"
 Moira,2019,2 Eastern,2019,December,"6,435.40","1,937",1,"6,435.40"
 Benalla,2020,2 Eastern,2020,December,"6,883.60",990,1,"6,883.60"
 Corangamite,2020,4 Western,2020,December,"4,029.10",649,1,"4,029.10"
 Whitehorse,2021,2 Eastern,2021,December,"3,323.10","5,685",1,"3,323.10"
 Glenelg,2014,4 Western,2014,December,"7,086.80","1,400",1,"7,086.80"
 Brimbank,2020,1 North West Metro,2020,December,"7,517.60","15,352",1,"7,517.60"
 Monash,2020,2 Eastern,2020,December,"4,922.00","9,883",1,"4,922.00"
 Stonnington,2023,3 Southern Metro,2023,December,"7,722.40","8,642",1,"7,722.40"
 Merri-bek,2014,1 North West Metro,2014,December,"6,273.70","10,295",1,"6,273.70"
 Gannawarra,2022,4 Western,2022,December,"4,728.90",498,1,"4,728.90"
 Bayside,2023,3 Southern Metro,2023,December,"4,241.80","4,385",1,"4,241.80"
 Colac-Otway,2018,4 Western,2018,December,"5,815.00","1,269",1,"5,815.00"
 Wyndham,2018,1 North West Metro,2018,December,"4,393.20","11,291",1,"4,393.20"
 West Wimmera,2014,4 Western,2014,December,"2,451.70",99,1,"2,451.70"
 Greater Bendigo,2014,4 Western,2014,December,"5,726.50","6,182",1,"5,726.50"
 Wangaratta,2023,2 Eastern,2023,December,"6,446.30","1,938",1,"6,446.30"
 Nillumbik,2015,1 North West Metro,2015,December,"3,048.30","1,941",1,"3,048.30"
 Yarra Ranges,2017,2 Eastern,2017,December,"3,649.70","5,719",1,"3,649.70"
 Knox,2019,2 Eastern,2019,December,"5,379.40","8,785",1,"5,379.40"
 South Gippsland,2018,2 Eastern,2018,December,"3,452.20","1,022",1,"3,452.20"
 Banyule,2016,1 North West Metro,2016,December,"5,870.70","7,482",1,"5,870.70"
 Moira,2016,2 Eastern,2016,December,"4,639.50","1,368",1,"4,639.50"
 Yarra,2019,1 North West Metro,2019,December,"11,468.30","11,072",1,"11,468.30"
 Moorabool,2016,4 Western,2016,December,"6,136.80","2,005",1,"6,136.80"
 Mount Alexander,2020,4 Western,2020,December,"3,821.70",762,1,"3,821.70"
 Glenelg,2023,4 Western,2023,December,"5,609.00","1,123",1,"5,609.00"
 Greater Dandenong,2018,3 Southern Metro,2018,December,"8,535.10","14,074",1,"8,535.10"
 Ararat,2014,4 Western,2014,December,"6,894.50",797,1,"6,894.50"
 Central Goldfields,2021,4 Western,2021,December,"5,953.10",797,1,"5,953.10"
 Towong,2019,2 Eastern,2019,December,"2,425.90",149,1,"2,425.90"
 Ballarat,2016,4 Western,2016,December,"9,154.60","9,475",1,"9,154.60"
 Greater Dandenong,2017,3 Southern Metro,2017,December,"8,387.30","13,665",1,"8,387.30"
 Justice Institutions and Immigration Facilities,2019,Justice Institutions and Immigration Facilities,2019,December,,"1,356",1,
 Maroondah,2021,2 Eastern,2021,December,"4,571.20","5,306",1,"4,571.20"
 Kingston,2017,3 Southern Metro,2017,December,"4,805.20","7,695",1,"4,805.20"
 Baw Baw,2015,2 Eastern,2015,December,"5,205.20","2,490",1,"5,205.20"
 South Gippsland,2015,2 Eastern,2015,December,"3,151.40",907,1,"3,151.40"
 Greater Geelong,2016,4 Western,2016,December,"7,776.50","18,627",1,"7,776.50"
 Unincorporated Vic,2014,Unincorporated Vic,2014,December,,100,1,
 Knox,2016,2 Eastern,2016,December,"5,713.60","9,162",1,"5,713.60"
 Boroondara,2014,2 Eastern,2014,December,"3,293.20","5,686",1,"3,293.20"
 Melbourne,2018,1 North West Metro,2018,December,"16,479.30","26,921",1,"16,479.30"
 Moonee Valley,2016,1 North West Metro,2016,December,"6,299.30","7,740",1,"6,299.30"
 Pyrenees,2019,4 Western,2019,December,"5,517.50",411,1,"5,517.50"
 Mornington Peninsula,2020,3 Southern Metro,2020,December,"4,760.10","8,101",1,"4,760.10"
 Manningham,2023,2 Eastern,2023,December,"2,855.50","3,654",1,"2,855.50"
 Indigo,2022,2 Eastern,2022,December,"3,226.50",562,1,"3,226.50"
 Port Phillip,2017,3 Southern Metro,2017,December,"8,828.30","9,669",1,"8,828.30"
 Swan Hill,2022,4 Western,2022,December,"6,982.30","1,482",1,"6,982.30"
 Hume,2018,1 North West Metro,2018,December,"6,892.30","15,544",1,"6,892.30"
 Moyne,2015,4 Western,2015,December,"2,453.10",407,1,"2,453.10"
 Alpine,2019,2 Eastern,2019,December,"3,301.30",426,1,"3,301.30"
 Wellington,2014,2 Eastern,2014,December,"6,752.40","2,900",1,"6,752.40"
 Bass Coast,2023,2 Eastern,2023,December,"5,092.90","2,175",1,"5,092.90"
 Boroondara,2017,2 Eastern,2017,December,"3,213.50","5,741",1,"3,213.50"
 Darebin,2020,1 North West Metro,2020,December,"7,649.50","12,014",1,"7,649.50"
 Whittlesea,2015,1 North West Metro,2015,December,"5,271.60","10,377",1,"5,271.60"
 Surf Coast,2022,4 Western,2022,December,"2,165.50",837,1,"2,165.50"
 Hobsons Bay,2015,1 North West Metro,2015,December,"5,845.70","5,359",1,"5,845.70"
 Yarriambiack,2022,4 Western,2022,December,"4,693.10",302,1,"4,693.10"
